id,country,year,life_expectancy,country_name
6239993,JOR,2019,77.87197,Jordan
6246608,BRB,2000,74.49873,Barbados
6246779,CMR,2000,52.82113,Cameroon
6250602,PAN,2000,77.23182,Panama
6257730,PRK,2019,72.63359,North Korea
6259070,COG,2015,63.11351,Congo - Brazzaville
6269436,KIR,2019,59.41902,Kiribati
6276997,GUY,2015,65.58898,Guyana
6279547,MWI,2015,63.0444,Malawi
6281389,SVN,2015,80.47,Slovenia
6295131,CIV,2000,50.33079,Côte d’Ivoire
6298231,KWT,2019,80.96625,Kuwait
6299671,POL,2000,73.70372,Poland
6301007,EST,2015,77.60223,Estonia
6323551,LBN,2010,75.52657,Lebanon
6327317,SSD,2015,61.98944,South Sudan
6331967,ROU,2015,74.82143,Romania
6336175,BOL,2015,71.5186,Bolivia
6346834,CAF,2019,53.09729,Central African Republic
6360466,KAZ,2010,68.43288,Kazakhstan
6360572,AZE,2019,71.42894,Azerbaijan
6370125,KGZ,2015,71.59398,Kyrgyzstan
6377255,ZWE,2010,51.49335,Zimbabwe
6379304,TJK,2015,68.65755,Tajikistan
6385305,BGD,2019,74.25471,Bangladesh
6387741,AUS,2015,82.2783,Australia
6406941,IRQ,2015,70.29305,Iraq
6449917,MKD,2010,73.10848,North Macedonia
6454294,NAM,2010,60.93765,Namibia
6454562,LTU,2015,74.37679,Lithuania
6470326,BGD,2010,70.28825,Bangladesh
6482175,AUT,2010,80.3856,Austria
6487905,USA,2019,78.49568,United States
6492457,NGA,2019,62.61868,Nigeria
6493355,UZB,2010,70.18845,Uzbekistan
6520330,CHE,2015,82.61449,Switzerland
6547233,IDN,2015,70.60569,Indonesia
6566444,USA,2015,78.55634,United States
6568068,MYS,2000,72.79781,Malaysia
6574900,EST,2019,78.87813,Estonia
6578360,QAT,2000,71.29387,Qatar
6579305,MWI,2019,65.62458,Malawi
6581827,BLR,2019,74.80977,Belarus
6604135,DOM,2015,71.75336,Dominican Republic
6608232,LVA,2019,75.37604,Latvia
6621136,AUS,2000,79.69334,Australia
6668112,BRA,2010,74.09258,Brazil
6674661,GIN,2000,54.25539,Guinea
6678771,ARM,2015,74.51096,Armenia
6680377,CAN,2015,81.75909,Canada
6714139,MRT,2015,67.40752,Mauritania
6721654,NLD,2010,80.68311,Netherlands
6736896,CRI,2019,80.84692,Costa Rica
6764393,NZL,2010,80.93715,New Zealand
6772872,DNK,2019,81.31571,Denmark
6778163,NPL,2010,69.18102,Nepal
6785373,BTN,2015,72.15268,Bhutan
6796723,DNK,2010,79.16606,Denmark
6811880,IND,2010,67.22851,India
6816748,ALB,2015,77.84428,Albania
6825963,BLZ,2019,74.40823,Belize
6834209,CRI,2010,79.55984,Costa Rica
6842933,ZMB,2019,62.4529,Zambia
6860964,DOM,2019,72.84367,Dominican Republic
6864744,SWE,2000,79.57394,Sweden
6876575,AGO,2019,63.06044,Angola
6879895,MNG,2015,67.61475,Mongolia
6892830,ZWE,2000,46.57054,Zimbabwe
6905557,SLB,2019,65.24883,Solomon Islands
6918212,LSO,2019,50.74881,Lesotho
6923012,BLZ,2015,74.04993,Belize
6930115,CMR,2015,59.11311,Cameroon
6931147,TON,2010,72.221190000000007,Tonga
6948657,KOR,2010,80.58366,South Korea
6950362,KOR,2015,82.20299,South Korea
6957920,IRL,2015,81.1396,Ireland
6985646,BTN,2019,73.1091,Bhutan
6992659,GAB,2010,62.16494,Gabon
7018269,MNE,2010,74.68839,Montenegro
7027943,HUN,2000,71.33797,Hungary
7032090,BTN,2000,65.69579,Bhutan
7041234,TGO,2000,55.94736,Togo
7042308,SWZ,2015,54.04612,Eswatini
7044321,PER,2019,79.89777,Peru
7044819,ECU,2000,74.53304,Ecuador
7050873,COG,2010,60.95192,Congo - Brazzaville
7056352,VCT,2019,73.21834,St. Vincent & Grenadines
7064686,MDV,2000,70.95687,Maldives
7068083,CIV,2015,60.19939,Côte d’Ivoire
7070182,MLT,2010,80.4485,Malta
7076628,DZA,2015,76.54363,Algeria
